FEN,Evaluation
r1bq1rk1/pp1n3p/2p2bp1/4pp2/2P5/2N2NP1/PP2PPBP/R1Q2RK1 w - -,-129
1r5k/5bp1/4q2p/3pP3/1P1P3P/2Q5/2B5/4R1K1 b - -,-432
r1b1k1nr/p4ppp/2p1p3/1q1p4/1b1P1B2/2N5/PPP2PPP/R1Q1K2R w KQkq -,-460
r2qk2r/pp1n1p2/2pbpnbp/3p2p1/8/2NP1NP1/PPPBQPBP/R4RK1 w kq -,-169
8/p6p/4p1k1/8/6q1/4Q3/4KP2/8 w - -,-157
8/r5kp/2P1R1p1/8/4P2P/5PP1/6K1/8 w - -,589
r2qr1k1/2p2pbp/p1B1bnp1/8/3P4/2P3P1/PP3P1P/RNBQ1RK1 b - -,207
2Q1k2r/pp3p2/1q6/3p3p/8/P4NP1/1P3P1P/2R3K1 b - -,897
r1bq1rk1/ppp1bppp/2n2n2/8/2BP4/1P1NP3/PB3PPP/RN1QK2R b KQ -,121
5rk1/pqr1b1pp/2p1b3/2P1pp2/Q1P4N/1N1PBPPn/P6P/1R3R1K w - -,-60
r2q1rk1/ppp2ppp/2n5/3p4/3P2QN/3BP1P1/PP1K2PP/R6R b - -,322
r1b3k1/pp4p1/4ppr1/8/PB3P1p/7P/2P3B1/3R1RK1 w - -,476
8/8/5kpp/8/4p3/6P1/5P1P/6K1 w - -,0
2r2rk1/pp3pp1/5n1p/3pn3/8/P2BP1N1/1P3PPP/1R2K2R w - -,-24
rnbq1rk1/2p1ppb1/p4npp/8/1p1PN3/3BPNB1/PP3PPP/R2QK2R b KQ -,131
3q1rk1/1pp1bppp/r1n1p1b1/3p4/3P4/P3PN2/1PPN1PPP/R1BQ1RK1 b - -,-54
r2qk1nr/pp1n1pp1/2p1p3/P2P3p/1b4b1/1P3N2/1B1PPPPP/RN1QKB1R b KQkq -,97
r1q3k1/1p2p1b1/p2pPrpp/2p1n3/P3QP2/1PP5/4B1PP/R1B2RK1 b - -,215
3r2k1/1q4p1/1p2p2p/p1p1P3/P3RPP1/1P2P3/6QP/6K1 b - -,-637
8/1pQ5/p3P2k/4p2p/8/2P1P3/qP5r/2KR4 w - -,-650
r1bqkbnr/5p1p/p1p1p1p1/2p5/2P2P2/5N2/PP1PB1PP/RNBQK2R w KQkq -,563
r5kr/1p4pp/n4p2/5N2/1B1P4/8/2P2RPP/1b5K w - -,-510
8/8/2k2K2/1p1pp3/8/P1P2Pr1/1R6/8 w - -,0
r4rk1/ppp2p1p/6p1/3pPp2/3P4/4B3/PPP3PP/3R1RK1 w - -,485
r2q1rk1/1p2ppb1/2p2n2/p5R1/P1PP4/1PNQ3P/5PP1/3R2K1 b - -,-146
6k1/6p1/8/4p1B1/8/3Q2K1/8/q7 b - -,-31
r4rk1/ppp1nppp/2n5/2p1p1N1/4P3/2Pq2PP/PP3PB1/R1BK3R w - -,-697
Q4k2/2qp2pp/np6/p7/2P1N2r/P4P2/1P6/R4RK1 b - -,509
8/6p1/7p/7P/6k1/1r6/R2K4/8 w - -,0
r1bqk2r/p4pb1/1npp3p/1p4p1/3P4/2N2NP1/PPPQBPP1/2KR3R w kq -,-28
4r1k1/3b1p2/1q2n2p/2p3p1/2PpNPPb/1p1P3P/P2B2B1/R4QK1 w - -,342
8/pp3k2/8/2P4P/P7/1P1RK3/8/5r2 b - -,435
1r6/p3nkp1/2p3p1/2q1pp2/2b4Q/8/P2RPPBP/2B3K1 w - -,-187
8/5ppk/2B2n2/1N3R2/3Pp2p/1r2P2P/6PK/8 w - -,473
3r1rk1/1pb2pp1/1qp2n1p/p7/P2pP3/1P1N2P1/1BP1Q2P/R4R1K w - -,181
rn1q2k1/pp2prbp/2p2np1/8/3PP3/2N5/PP3PPP/R1BR2K1 b - -,-897
5rk1/p2b4/Pp1r3b/1PpPpPp1/2B4p/5R1P/1P3BP1/5RK1 b - -,14
2k2b1r/ppprp1pn/4p2p/PP6/5P2/4P3/3P2PP/R1B2RK1 w - -,-213
r6r/1pq1kpp1/p2bp1p1/7n/Q1NP4/2P1P2P/PP4P1/R1B1R2K w - -,198
5rk1/4np2/4p1p1/p1pp4/8/P1Pn2P1/1q3PBP/R4RK1 w - -,-739
r1b1kbr1/pp1n2p1/2ppp2p/B7/2PPQ2P/5N2/PP3PP1/R3KB1R b KQq -,961
rn2kb1r/pp3ppp/1q2b3/2p1Q3/2B1PB2/1P6/5PPP/R2K2NR b kq -,-320
r1bqkr2/ppp2pbp/2n1p1p1/4P3/3Pp3/5N2/PPP1BPPP/R1BQ1RK1 w q -,-40
r2qk1nr/p2npp1p/1p1p2p1/8/2Pb4/2NB1P1P/PP3P1R/R1BQK3 w Qkq -,-181
r1b1k2r/pp1p2Bp/1qn1pn2/5p2/3P4/2P2N1P/P3PPP1/RN2KB1R b KQkq -,-683
r2qk2r/pp2bp1p/2p1nn2/3p2p1/8/3BPN1Q/PPPP1PPP/R1B1K2R w KQkq -,214
q4rk1/2p1pp2/p5pB/4b3/8/P5P1/1PP2P2/R4QK1 b - -,-59
3q1rk1/1p4p1/1n2p2p/p7/Pb1PQ3/4PN2/1B3PPP/2R3K1 b - -,29
2r2bk1/5p1p/1p2pBp1/p3P3/6P1/P4Q1P/1P3P2/3R2K1 b - -,899
5rk1/1ppb1ppq/3p1n2/r3p3/P3P2P/1P1P3P/2PQ1P1K/R4R1B b - -,-505
1nr1r1k1/1p3p2/pB2pnp1/P2p4/1P1P2N1/2P3RK/7P/4R3 b - -,-319
6k1/4bppn/p2pb2p/8/2P1q3/4PN1P/1Q2B1P1/5RK1 w - -,137
r5k1/2p1qpb1/2b1p1p1/p6p/P1N3r1/3Pp3/1PP2PPP/R3R1K1 w - -,-893
8/p3kp2/1p5p/3PK3/6PP/P7/1r2B3/8 w - -,-350
r2qk2r/p3bpp1/2p2n2/2p4p/3p4/1PNB1N2/PBPP1PPP/R2Q2K1 w kq -,425
1N6/8/p7/1p3k1p/8/1r2B3/5K2/8 b - -,-576
7k/1b6/4P1p1/2r2p1p/p6P/Pp4P1/3R3K/5R2 b - -,-10
5b1r/p2kpppp/8/4q3/8/8/PPQ1BPPP/4R1K1 w - -,934
6R1/8/1p3k2/3P4/2r1P3/5KP1/8/8 w - -,596
r4rk1/1b2b1p1/1q2p2p/1pn2p2/pP2pB2/P1P5/2QNBPPP/R4RK1 b - b3,-248
1r3rk1/5pp1/1p2q3/6p1/P7/6P1/5P1P/3R1QK1 b - -,-571
3r2k1/B4pp1/2p1r1p1/8/8/3P2bP/PP3P2/5RK1 b - -,-538
rnb2rk1/4bppp/1p2pn2/8/8/P2QPN2/1P3PPP/RNB1K2R w KQ -,517
1r1qkb1r/2p2ppp/Q1p1pn2/3p4/3P1Bb1/1N2PN2/PPP2PPP/R3K2R b KQk -,105
r2r2k1/1p2b1pp/p2p4/P1pP4/2Pp3q/2R2PN1/1P1Q2PP/4R1K1 w - -,2
r2qk1nr/pp2p1bp/2n2pp1/2PpP3/Q7/2P2bP1/PP3P1P/RNB1KB1R w KQkq -,-465
3r4/6pk/5p1p/7P/3n2P1/3K4/R4P2/8 b - -,-485
2r3k1/p3bppp/Bp2p3/4P3/3r1B2/8/P4PPP/5RK1 b - -,-560
r1bqk2r/5ppp/pp2p3/1p1pP3/1n3B2/8/PP2BPPP/R2QK1NR w KQkq -,424
r4rk1/4bpp1/b1q1p2p/p1pp3B/Pp3P2/1P1PP2P/1BP1Q1P1/R4RK1 b - -,-29
r4rk1/pp2bp1p/2np1p2/2p1p3/2P5/2N1P1Pq/PP1P1P1P/R1BQ1RK1 w - -,130
rnb2rk1/ppqnbpp1/2p4p/4p3/4P3/2N1BNP1/PPP2PBP/R2Q1RK1 w - -,-23
r1bqk2r/pp3pb1/2np1pp1/2p5/3PP3/2P2NP1/PP4PP/R2QKB1R b KQkq -,-503
2r3k1/1b2bppp/1q2p3/1N6/P3p3/4P2P/1P2BPP1/3Q1RK1 b - -,144
2rq1rk1/4bpp1/1n2p3/1Q1pP2p/1n1P4/1N2BN2/5PPP/R4RK1 w - -,0
5k2/8/4K2p/8/5P2/P2P3r/8/8 w - -,-698
2r5/7k/p1pPN2p/P7/2P5/2R1P1PK/5r2/8 b - -,275
r4rk1/pp1bbppp/1nn1p3/8/5P2/2N2NP1/PPQ3BP/R3R1K1 w - -,564
8/R4p1k/1P2b2P/P1R3P1/8/7r/2K5/8 b - -,769
r1bqkb1r/1p1p1pp1/p6p/2pPp3/2P5/3P4/PP2NPPP/R1BQK2R b KQkq -,18
r1bqk2r/pp1n1ppp/2p5/2b5/2P1P3/2N4P/PPQ2PP1/R1B1KB1R w KQkq -,88
r7/8/6np/2k5/6P1/3P3P/8/2K5 w - -,-679
r4rk1/4nppp/ppbP4/2p5/2R1pPQ1/4P3/PP1B2PP/5RK1 b - -,553
r4rk1/2B3b1/1N5p/5pp1/2p1n3/P3PB2/1P3PPP/4R1K1 b - -,-25
r1bqk2r/p3pp1p/2Q3p1/7n/2P5/8/P4PPP/bNB1KBNR b Kkq -,-469
r2q1r1k/1b2n1bp/1p2Nnp1/p7/5P2/P1N1P3/1P1B1QPP/3R1RK1 b - -,-64
rnb1k2r/4qppp/2pbpn2/pp6/3PN3/3B1NP1/PPP2P1P/R1BQ1RK1 b kq -,100
r1bq1rk1/pp3pb1/2np1ppp/2p5/2P1P2P/3P1N2/PP1NBPP1/R2QK2R b KQ -,-171
5k2/8/8/1p1PbP1p/8/P3K3/1p6/4B3 w - -,-676
q5k1/3b3p/2p2pB1/p2n4/Pb1P4/5N1P/1P2RPP1/2Q3K1 w - -,522
5Q2/1p5k/8/1P6/3q4/7P/4KP2/8 b - -,0
r2qkb1r/pp3pp1/2p4p/3nB3/6P1/1P2P2P/P2P1P2/RN1QKR2 w Qkq -,68
3r1rk1/1q2bpp1/p3p3/2PpP2p/1P1Q4/PN2PR1P/6P1/R5K1 w - -,216
r1bqkb2/pp3p1p/n1ppp3/5p2/2PP4/P1N1PNP1/1P5P/R2QKB1R b KQq -,559
3rk2r/pQp2p1p/3qp1p1/8/5P2/8/PPP2PPP/R3K2R w KQk -,60
r1bq4/pp1k1ppp/2nb1n2/2pp4/8/1P1B3N/PBPPNPPP/R4RK1 b - -,-527
r1b1kb1r/pp1npppp/2p5/3pB3/3P2Q1/2P1P3/Pq1N1PPP/1R2KB1R b Kkq -,-233
4r1k1/1ppb1p1p/p2q1p2/5B2/3P4/1PP5/P2Q2PP/5R1K b - -,0
6k1/1b1q1pp1/1p1Ppb2/pP5p/P4P2/4P3/3Q2PP/1NB3K1 w - -,75
6r1/p1b3pp/1p3k2/2Nn4/8/2P5/PP3PPP/2KRR3 w - -,662
r1bqk2r/ppp1b3/2nppnpp/5p2/2PP4/2N2NP1/PP1BPPBP/R2Q1RK1 w kq -,216
3q1rk1/1p2bpp1/2pn1n1p/p2p4/3P1BP1/P2RPN1P/1r3PB1/R5K1 w - -,-806
rn3rk1/pNp1ppbp/6p1/5q1n/3P4/4BN2/PPP2PP1/R2QK2R b KQ -,-96
r4rk1/ppqnb1pp/2p1pnb1/2Pp4/1P6/P2PPN2/1B3PPP/R2QKB1R b KQ -,-411
r7/5pk1/1pp1p2p/8/1nPrB3/qP5P/P4PP1/R2KR3 w - -,-852
4r1k1/3r1pb1/1p3qp1/pPp1p3/P1PpP1QP/3P1P2/8/1RB2RK1 b - -,18
8/1p6/p7/P1P5/1P2kpb1/6r1/2R1p1P1/2K1N3 w - -,-13
rnb2rk1/ppp2ppp/8/4n3/1b1QP3/2N2P2/PPP3PP/R1B1KB1R b KQ -,543
1r3rk1/p4p1p/2p1p1p1/q2p4/5P2/1PbB2PP/P2Q1P2/3RR1K1 w - -,-391
r1bq1rk1/ppp1bpp1/4p3/3pP2p/5P2/P1P3PP/2P1P1B1/R1BQ1RK1 w - -,65
2rq1rk1/1n3p1p/p2p4/1p2p1p1/1P2P1b1/2P1Q1N1/P5PP/R4RK1 b - -,-359
8/5k2/2p2p2/5Pp1/1p2K1P1/1P5P/8/8 w - -,702
r2qkb1r/pp3ppp/3p1n2/4n3/b3P3/6P1/PP2NPBP/RNB1K2R w KQkq -,-701
5k2/6p1/2R5/7P/2P1n3/1P4p1/P7/6K1 w - -,668
8/5B2/4R3/P5p1/1r2nkPp/7P/7K/8 w - -,0
8/8/5R2/2k1p2p/4K3/4P3/6rP/8 w - -,0
rn1qk2r/3b1ppp/1ppbpn2/p7/2BP1P2/4PN2/PP4PP/RNBQ1RK1 b kq -,42
5rk1/1p2bp2/p1r1p2p/2p3p1/8/1P1P1QP1/P1P3P1/4RRK1 w - -,537
2rqr1k1/1p3p2/p3nnpp/P2p1p2/1B6/4P1P1/1PPQN1BP/R4RK1 w - -,396
r1b1k2r/pp3ppp/2nqp3/8/1pP4P/3P1N2/PP2QPP1/R3KB1R b KQkq -,-65
B1b2rk1/5p1p/1p2n3/pPp1P3/8/P1N5/1B3KP1/2R5 b - -,488
r2qk2r/pp1n1pb1/2pp3p/8/3P4/7P/PPPK1P2/R2Q1B1R w kq -,-471
8/4k3/7p/3P2pP/2B2n2/p3KP2/8/8 w - -,-521
r7/ppp1knpp/2b5/4p1p1/1b2P3/1P1PB3/P4PPP/3R1RK1 w - -,-326
r3k2r/5pb1/p2Pp1p1/2p3P1/3n4/2NPn1NP/1P4K1/R4R2 w kq -,-557
1r3rk1/2pqbp2/p1np1p1p/4p3/1PpPP3/P1B3PP/2Q1NPK1/R4R2 w - -,158
2r2rk1/1p3pp1/p4np1/2np4/8/3qPN1P/P4PP1/2R2RK1 w - -,-870
4kb1r/3r1p1p/p3ppb1/1ppp4/5P2/1P2PN2/P1PP2PP/R2Q1RK1 w k -,597
r4rk1/pp3ppp/nq1bpn2/1b6/2pP4/5NP1/PP1BQPBP/R4RK1 w - -,-519
8/2B5/8/1p1k1p2/1P4P1/p4K2/Pb6/8 b - -,-1
r2q1rk1/1pp1bppp/p1n5/4p3/4P1b1/2N2NP1/PPP2PBP/R3QRK1 w - -,10
r4k1r/ppp3pp/8/4p1B1/4p1n1/2P5/PPP1K1P1/R6R w - -,-176
rn1qkbnr/pbppppp1/1p5p/8/3PP2B/2N2N2/PPP2PPP/R2QKB1R b KQkq -,168
8/8/6R1/8/P2P1P1p/3k4/7r/5K2 w - -,439
r5k1/1q2bp2/5n1p/2NpQp2/8/1P1P3P/2PB1PP1/R5K1 b - -,461
8/2k2pp1/bpp2n2/p3p1B1/2P4p/1P3P1P/P3K1P1/3N4 b - -,-1
r4k1r/2q3pp/pp2p3/2bp1p2/P5P1/3B4/P2Q3P/2R2R1K b - -,-51
rnb1qrk1/ppp3bp/5np1/4pp2/1PP5/P1N1PN2/4BPPP/R1BQ1RK1 b - -,41
8/5k2/2K2b1B/1N3P2/2p5/2P5/1P6/7q w - -,-525
r2q1rk1/4bpp1/p1Pp1n1p/2p1p3/4P1b1/3P1NP1/1PPBQPBP/R4RK1 w - -,123
r6r/ppp3p1/6n1/3k3p/7P/6N1/PPP2PP1/R1B1b1K1 w - -,-421
r1bq3r/pppk2pp/2n2n2/3p1p2/3P4/4P1P1/PP1N1PBP/RN1QK2R b KQ -,89
1r3rk1/p1p1q1pp/Q7/3Bn3/8/2P3P1/PP3P1P/RN3K2 b - -,-513
r1bqk2r/pp1np1b1/5p1p/6pP/2P1Q3/P3B3/1P3PP1/2KR1BNR w kq -,237
r5k1/p1q1brp1/1p3np1/8/8/4P3/PP1BB1PP/R2Q1RK1 w - -,430
r1bqkb1r/ppp2ppp/2n5/1B1p4/4nN2/6P1/PPPPQ2P/RNB1K2R b KQkq -,-207
rn1qkb1r/pp3ppp/2p2nb1/3p4/8/1PB1P2P/P2PKPP1/RN1Q1BNR w kq -,-151
2r3k1/5pp1/1q3n1p/3p1P2/4p3/NPPn2PP/2Q2PB1/5RK1 b - -,-166
rn3rk1/2qbbppp/5n2/p1pPp3/4P2P/5PP1/1PP1N1B1/RNBQ1RK1 b - -,155
r1b1k1nr/pp2bppp/2n1p3/8/8/N1P2N2/R3BPPP/2BQK2R b Kkq -,656
r4rk1/p2q1pb1/6p1/3pp2p/7P/P2PB3/1PQ2PP1/4RRK1 w - -,-24
r1b2rk1/1pqp1ppp/p1n1p3/2p1n1b1/8/1PN5/PBPPBPPP/R2Q1RK1 w - -,-412
r2qkb1r/p2b1ppp/2p1pn2/2p5/2B5/1p2P3/PB1P1PPP/RN2QRK1 b kq -,-6
5k2/2p5/1p1r1q1p/pPQP1pP1/P1B1p1P1/1P5P/6K1/5R2 b - -,537
8/2k5/B7/2PK4/PP4P1/8/8/7q w - -,-488
8/2rn1k2/p4p2/1p2p2R/4N3/P3KPP1/7P/8 w - -,3
r1bq1rk1/ppp1bppp/7n/3p4/1n3P2/P2P1NP1/4P1BP/RNBQ1RK1 b - -,-120
8/8/2k5/6Kp/p6P/2r2P2/8/1R6 w - -,1
r1b2rk1/1p3p1p/p7/3B1p2/5P2/5Q1P/Pq6/5R1K b - -,-610
r4rk1/3n4/1p1Pp2p/5pp1/2P1p3/pRQ1P2P/P1P1BPP1/4R1K1 b - -,775
3b4/8/8/p7/P4p1P/3k1P2/3p1B2/3K4 w - -,544
r1r3k1/pQ1p1ppp/8/8/3B4/q5P1/2P2P1P/3R2K1 b - -,-407
k7/P7/1P1n1p2/6pp/b7/3BP1P1/7P/4K3 b - -,-249
6r1/2k2p2/3Rp3/1BP4p/6nP/P5P1/1P6/6K1 b - -,396
r1bqkb1r/p2npp2/2pp1n1p/6p1/1p1P4/1P1BPNBP/P1P1NPP1/R2QK2R b KQkq -,76
r5rk/6pp/1p6/p3P3/8/8/PP3QPP/R5K1 b - -,560
5rk1/q5p1/3Q3p/5p2/2Ppp3/8/Pr3PPP/3RR1K1 w - -,-3
rn2k1nr/1b2bppp/8/p2p4/1q6/5PP1/P1PNQ2P/R1B1KBNR w KQkq -,287
8/4Q3/6p1/1q4k1/8/6P1/1p4K1/8 b - -,-441
r1b2rk1/1p1nbppp/pq2p3/8/3PBB2/2PQ2P1/PP2N2P/3R1RK1 b - -,13
r4r1k/3qp2p/1pp1b1pn/p7/P2PP3/1PN4P/2P3B1/R4RK1 w - -,-772
B2r2k1/2q2p2/1p2p1pQ/p1n5/P7/1P4P1/2P2P1P/b3R1NK b - -,-482
8/4k3/6R1/3P2P1/7P/5K2/4p3/4q3 w - -,-241
r5rk/q2bNpbp/pp1p2p1/2p1p3/1P2P3/P2P1N1P/2PQ1PP1/1R3RK1 b - -,52
8/6k1/5p2/1pBBpP2/6P1/4K3/7r/8 w - -,31
2rqnrk1/pp1bppbp/2np2p1/2p5/2P1P2P/P1NPBN2/1P2BPP1/R1Q2RK1 b - -,-59
8/4K3/3B4/3k4/1P6/3bp1Pp/7P/8 w - -,5
r1r3k1/2q3b1/p1P1R1Q1/3P3p/5p2/8/1P1N1PPP/R5K1 b - -,602
8/1R2p3/3p4/3Pp3/2K1Pkp1/r7/8/8 w - -,-641
8/3k4/7p/P7/5p1K/8/1n2PP2/8 w - -,35
8/6k1/1R3p2/7P/6P1/7K/2r5/8 b - -,1
r3k1nr/pp1bpp2/6pp/2Pqn3/3p4/2P2NP1/PP2BP1P/RNQR2K1 w kq -,146
r2r2k1/pp3pp1/5q1p/3Pp3/2P1b3/8/PP2BPPP/3R1RK1 b - -,-637
8/8/2k3p1/2bpKpPp/3P1P1P/8/3B4/8 b - -,525
r3r1k1/5p2/1pp1n3/p2pPRp1/P2P4/2P5/1P2B1PP/R5K1 w - -,260
r1r5/7p/2bR1pkb/1p2p3/1pP1P3/6PP/1P3P2/1B3RK1 w - -,-442
rn1q1rk1/p2p1ppp/4p3/2P1P3/8/5N2/P1P2PPP/R1B2QK1 b - -,-190
4kb1r/1ppq1ppp/4pn2/3p4/1n6/2N2P1P/1BPPBPP1/Q4RK1 w k -,132
rn1q1rk1/p1pp1ppp/1p2p3/3P4/2P1QB2/P4N2/1b2PPPP/R3KB1R w KQ -,373
r4rk1/pp1q1pbp/2p3p1/3p4/3PQB2/4PN1P/PP3PP1/R4RK1 w - -,525
r2qk2r/1ppnbp2/4pp1p/2Pp1b2/1p6/2NPPN2/P3BPPP/R2QK2R w KQkq -,-308
r2qk2r/ppp2ppp/2n2n2/2b5/4PN2/2PP4/P4P1P/R1BQKB1R b KQkq -,67
r1b1k1nr/pp2ppB1/1q1p2pp/8/8/5NP1/PPP1nP1P/RN1QK2R b KQkq -,-169
r4rk1/6pp/1p1p4/2p5/P1P1RP1q/P4P2/2Q1P1K1/4R3 w - -,91
8/5pk1/3b1p2/q3p2p/B6P/6P1/1PQ2P2/6K1 w - -,11
r4k1r/3qp1b1/p1B1p3/7p/P2p3R/8/2Q2PP1/R1BK4 b - -,513
3k4/4p3/1p3p1K/3P1Pp1/1p6/4P3/3P1P2/8 b - -,-546
6k1/p7/7p/3p4/P2n3K/7P/6P1/8 b - -,-603
8/8/3k2Rb/5p1p/2r5/1P2PK2/P7/8 b - -,601
2r3k1/pp3ppp/4p3/4n1P1/bP6/P3P3/4BP1P/5RK1 w - -,-492
8/8/3k4/3p4/3P1N1b/2P2K2/8/8 w - -,31
rnbq1rk1/pp2bppp/2pp1n2/1P2p3/2P5/P1NP1NP1/4PP1P/R1BQKB1R b KQ -,-44
8/3B4/p4k2/3n1p2/6PP/P1p1BP2/2K5/8 w - -,682
2r5/7P/1n1p1k2/1P1P4/3R3P/p4K2/P7/8 w - -,0
rn1qk2r/pp4p1/3bpn1p/3p2B1/3P4/2N2B2/PP2PP2/R2QK2R w KQkq -,50
rnb4r/pp2kppp/5n2/2P5/2p2B2/2N2N2/PPP3PP/R4RK1 b - -,255
r1bqkb1r/pp4pp/4p3/np3pN1/3Pp2P/P1N1P3/1PP3P1/R2Q1RK1 b kq -,-452
r3r3/1p1b2kp/p1nBp1p1/4P3/8/P1P5/2P1B1PP/1R4K1 b - -,-454
r5k1/p2r1pp1/2p2b1p/2B2b2/2N1p3/6P1/PPP2PP1/R4RK1 b - -,-139
6r1/1p6/p7/4R3/3p2k1/4p3/3K4/8 w - -,-616
3r1k2/7p/Bp6/p3Q2N/P7/6PK/7P/2q5 b - -,523
r1bq1rk1/pp3ppp/2n1pb2/2p5/8/1PN1PN2/3PBPPP/R2QKR2 b Q -,-285
r1b1kbnr/pp2pppp/8/3nN1B1/3p4/1P6/1P2PPPP/RN2KB1R b KQkq -,-292
4kbnr/1p2pppp/p7/2p5/2N1P1b1/5N2/PPP2PPP/R1BK3R b k -,585
5Q2/1k6/p1b2K2/P6q/8/8/8/4B3 b - -,-71
rnb1k1r1/ppppb1pp/3q4/5p2/7P/1PN3P1/PBPPQP2/R3K1NR b KQq -,112
r1bq1rk1/pp2ppbp/2p3p1/8/2PP2P1/4P1P1/P2N1PB1/R1BQ1RK1 b - -,502
8/8/R5RP/8/6r1/2k1K3/6P1/7r b - -,487
8/R4pp1/4k3/2p3K1/2n5/6P1/1r6/8 w - -,-688
3r4/p4k2/6RR/4b3/7P/PP3K2/8/4r3 b - -,-459
4nrk1/ppq3bp/6p1/2nr1p2/1R1P4/P7/3QBPPP/2B1R1K1 w - -,364
8/pkpPbpr1/2p3p1/8/5P2/4B3/PPP2P2/3NK2R b - -,586
5rk1/5ppp/p2Rp3/1p5q/3P1P2/P4N2/1P4PP/4Q1K1 b - -,514
8/5k2/8/4P3/p1KP1Nbp/P7/1P6/8 w - -,472
r1bq1r1k/pp1n1ppp/2p5/3p3n/1b3P2/1P1P1NPP/PBPN1KB1/R2Q3R w - -,-5
r2qk2r/1pp1bpp1/2np3p/1p6/2P1b3/4P2P/P3BPP1/1RBQK1NR w Kkq -,-276
rn2kb1r/pp1bpppp/8/3P4/5B2/2N5/PP3KPP/R4BNR b kq -,454
2kr4/1p4pp/p1p1b3/4p3/1P1rP3/P2P3P/4B1P1/2R2RK1 w - -,264
rnb1kb1r/pp3p1p/2p5/4p1N1/8/1B1P4/PP3PPP/R3K2R b KQkq -,-494
8/6p1/3b4/3p2k1/3P1pP1/1N3K1P/8/8 b - -,0
r2qkb1r/pppn1pp1/4pnp1/3p4/3P1B2/4PN2/PPPNQPPP/R3K2R w KQkq -,23
8/3B4/5k2/6p1/p7/P1r1K3/3N4/8 w - -,-40
8/7R/2k3p1/1pP2p1p/pP3P1P/P3K1P1/8/3r4 b - -,0
6k1/ppp2p2/8/2pP3R/8/4r2P/P1P3P1/6K1 b - -,-113
r2qk2r/1b1pbp1p/p1n1pp2/1p6/2P5/5NP1/PPP2PBP/RNBQR1K1 w kq -,515
rnbqkb1r/p2n1pp1/2p5/1p2p2p/4P3/2PB1N1P/PP1N1PP1/R1BQK2R w KQkq -,154
8/5p2/1R3Pkp/3r1bp1/R7/8/4K3/8 b - -,-296
r3r1k1/1b1qnppp/pp1p4/2p5/P3PP2/1PN5/1B1NB1PP/2R2RK1 w - -,-287
B1bqkb1r/p4ppp/1p2pn2/2p1p3/1nP5/2N3P1/PP1PPP1P/R1BQK2R b KQk -,197
3r2k1/p1q3np/2p2pp1/Np1n4/3P4/PN6/1P1Q1PPP/4R1K1 b - -,12
r1bq1rk1/pp1pbp2/2n2n1p/2p3p1/2P2B2/2N2QP1/PP2PPBP/3RK1NR w K -,94
r2nkb1r/pp1b2pp/3p1q2/3P1p2/2P1pN2/8/PP1B1PPP/R2QKB1R w KQkq -,120
8/8/3k4/Pp2b3/1P3P2/4K3/2B5/8 b - -,4
8/8/7r/p6P/3k4/5PK1/P7/8 w - -,-634
1k3r1r/pp2R1p1/2pN3p/8/8/3P2P1/PP3B1P/6K1 b - -,507
r2qk2r/ppp1bppp/2n1pn2/3p4/3P4/1PPB1P1P/P4PP1/RNBQK2R b KQkq -,0
8/8/1p3ppk/7p/3q4/P7/1PQ2P2/7K b - -,-150
r1bq1rk1/4b1pp/2p1p3/3p4/p4B2/P1P2NP1/1P2B1PP/R1Q2RK1 b - -,461
r1bqk2r/p2pppbp/2n2np1/8/2BP4/4PP2/PP1N2PP/R1BQK2R b KQkq -,-467
8/p2b4/Pp4k1/1P1B4/3Pp1q1/8/5P1K/5Q2 b - -,-524
8/p2k2p1/1p5p/1Pp5/P1n1QP2/2q4P/8/2B3K1 w - -,0
8/3n1p1p/p5p1/P7/3KPk1P/8/6P1/1N6 b - -,-46
8/p1k2pp1/1p2pn1p/4p3/PPP5/4B3/4BPKP/8 b - -,352
Q7/1p3ppk/2p4p/2N5/1P1r2P1/P3n1B1/6K1/R7 w - -,741
4k3/8/6p1/p1PP4/7K/5N2/7P/1r6 w - -,-542
rnb1qrk1/ppp2ppp/8/4B3/1bpPP3/8/PP3PPP/RN1Q1KNR b - -,-238
5rk1/4q1p1/3rb2p/1Pp2p2/p2n1P2/P3Q3/1P4PP/R1BB1RK1 b - -,-158
r2q1rk1/ppp1B1pp/2np4/8/4P1n1/2NP4/PPP2P1P/R2Q1RK1 b - -,-85
r1b1k1r1/1p3p2/p2P4/6bp/N4p2/P6P/1P3PP1/3R1BK1 w q -,-41
r4rk1/pp2qppp/4p1b1/1p6/3PP2P/P1P2P2/6P1/R1BQK2R w KQ -,364
r2q1rk1/p2pp1bp/1p4pn/3P1p2/3p1P2/1P6/PBPPB1PP/R1Q2RK1 w - -,51
5k2/7Q/1p3p2/8/q7/7P/6P1/7K w - -,0
8/p2B1kpp/5p2/P1N1p3/2b1P1PP/8/6K1/3r2B1 b - -,-44
rnb2k2/pp4bp/5np1/2p2p2/8/PQPqP3/1P1N1PPP/R1B1K2R w KQ -,-307
r1bq2k1/1p3ppp/p1n2n2/1Npp4/5b2/2PP4/PP3PPP/R2QNBK1 w - -,-590
r4rk1/pp3p1p/3Pp1p1/2p5/4P2Q/2qP2PP/P1n3B1/3R1RK1 b - -,-452
r3kb1r/pp1qnppp/4p1b1/2ppN3/8/1QPPB3/PP2BPPP/RN3RK1 b kq -,435
